Archivio estrazioni VinciCasa
Concorso	Data	N.1	N.2	N.3	N.4	N.5	V5	Q5	V4	Q4	V3	Q3	V2	Q2
324	20/11/2022	2	5	15	18	40	0	50000000	8	13866	180	2179	2175	248
323	19/11/2022	10	20	27	28	39	0	50000000	8	27491	354	2197	4008	267
322	18/11/2022	13	14	21	24	39	0	50000000	3	53970	250	2290	2739	288
321	17/11/2022	2	26	31	32	37	0	50000000	1	186555	208	3171	2578	352
320	16/11/2022	9	20	21	28	40	0	50000000	5	30579	250	2162	2897	257
319	15/11/2022	4	20	21	29	34	1	50000000	5	36095	255	2502	3035	290
318	14/11/2022	14	15	17	27	33	0	50000000	4	37364	241	2193	2723	267
317	13/11/2022	3	4	8	17	27	0	50000000	14	7915	282	1389	2633	205
316	12/11/2022	11	13	20	24	38	0	50000000	9	24077	367	2088	4300	245
315	11/11/2022	5	16	19	32	37	0	50000000	8	19897	209	2693	2740	283
314	10/11/2022	2	7	21	22	27	0	50000000	24	7566	410	1566	3957	223
313	09/11/2022	8	9	35	36	38	0	50000000	2	76003	179	3003	2404	308
312	08/11/2022	4	14	22	30	33	0	50000000	8	22569	268	2382	3200	275
311	07/11/2022	9	17	19	21	39	0	50000000	7	21706	326	1648	3233	229
310	06/11/2022	6	13	25	35	39	0	50000000	6	18860	157	2548	1924	286
309	05/11/2022	3	5	17	29	32	0	50000000	18	12399	416	1897	4576	237
308	04/11/2022	8	12	30	31	33	0	50000000	6	26623	218	2591	2855	272
307	03/11/2022	4	7	14	23	39	0	50000000	14	12752	372	1697	3707	234
306	02/11/2022	11	15	18	25	29	0	50000000	11	14508	267	2113	3177	245
305	01/11/2022	19	20	24	37	38	0	50000000	2	55955	123	3217	1748	312
304	31/10/2022	10	19	33	35	37	0	50000000	3	55848	215	2755	2722	300
303	30/10/2022	6	10	26	32	40	0	50000000	2	53162	184	2043	1955	265
302	29/10/2022	4	12	20	36	39	0	50000000	14	14592	329	2195	3570	279
301	28/10/2022	2	8	12	32	33	0	50000000	4	38748	238	2303	2890	261
300	27/10/2022	11	24	31	32	38	0	50000000	5	34883	217	2842	2772	306
299	26/10/2022	14	24	26	33	39	0	50000000	7	21024	185	2813	2314	310
298	25/10/2022	6	10	24	26	29	0	50000000	10	17463	354	1744	3500	243
297	24/10/2022	10	11	14	19	33	0	50000000	8	17973	275	1849	3092	226
296	23/10/2022	1	11	14	25	31	0	50000000	4	26918	224	1699	2056	255
295	22/10/2022	1	6	8	10	23	0	50000000	23	9125	484	1533	4888	209
294	21/10/2022	1	7	9	21	25	0	50000000	14	11173	313	1767	3411	223
293	20/10/2022	24	25	28	38	40	0	50000000	0	0	230	3126	2753	348
292	19/10/2022	13	15	17	37	38	0	50000000	1	148846	226	2329	2577	281
291	18/10/2022	9	25	32	33	34	0	50000000	5	35143	213	2917	2637	325
290	17/10/2022	5	6	8	11	37	0	50000000	12	12300	366	1426	3464	207
289	16/10/2022	10	12	18	31	40	0	50000000	5	21646	191	2003	2203	239
288	15/10/2022	7	10	11	27	39	0	50000000	15	14144	509	1474	4867	212
287	14/10/2022	7	13	14	36	39	0	50000000	12	13162	226	2471	2986	258
286	13/10/2022	11	16	31	33	38	0	50000000	1	177542	233	2694	2871	301
285	12/10/2022	6	7	10	15	23	0	50000000	12	12673	345	1558	3534	209
284	11/10/2022	3	5	17	34	38	0	50000000	4	44724	285	2219	3467	251
283	10/10/2022	2	11	13	38	39	0	50000000	9	15878	231	2187	2666	261
282	09/10/2022	1	20	30	31	39	0	50000000	3	35221	130	2874	1578	326
281	08/10/2022	6	19	26	34	35	0	50000000	7	29701	262	2806	3439	294
280	07/10/2022	6	7	29	30	31	0	50000000	12	13053	242	2288	2951	258
279	06/10/2022	1	10	18	24	35	0	50000000	5	35274	246	2535	3052	281
278	05/10/2022	15	16	18	31	40	0	50000000	4	37429	160	3309	2339	312
277	04/10/2022	9	10	16	32	39	0	50000000	5	35467	249	2518	3116	277
276	03/10/2022	1	12	14	34	35	0	50000000	3	48926	138	3761	2218	322
275	02/10/2022	2	8	14	16	19	0	50000000	8	13729	245	1585	2398	223
274	01/10/2022	16	21	24	34	35	0	50000000	6	34943	238	3115	2941	347
273	30/09/2022	4	5	19	28	31	0	50000000	13	11615	296	1803	3097	237
272	29/09/2022	6	18	22	37	39	0	50000000	11	15795	243	2528	2912	291
271	28/09/2022	6	10	11	37	39	0	50000000	6	24678	199	2631	2843	254
270	27/09/2022	4	5	8	20	28	0	50000000	17	10362	453	1375	4114	208
269	26/09/2022	4	6	12	25	36	0	50000000	6	23585	261	1917	2713	254
268	25/09/2022	19	24	25	35	38	0	50000000	4	27091	141	2718	1759	300
267	24/09/2022	6	14	18	28	39	0	50000000	10	20802	332	2215	3516	288
266	23/09/2022	5	11	14	19	27	0	50000000	14	11085	436	1258	3711	203
265	22/09/2022	1	19	25	29	39	0	50000000	6	29720	316	1995	3185	273
264	21/09/2022	6	17	18	22	37	0	50000000	5	30089	265	2007	2859	256
263	20/09/2022	10	24	26	36	39	0	50000000	5	35807	245	2584	2900	301
262	19/09/2022	9	10	26	27	35	0	50000000	3	49365	249	2103	2928	246
261	18/09/2022	4	16	18	21	23	0	50000000	8	13649	211	1830	2129	250
260	17/09/2022	5	14	28	32	40	0	50000000	5	42153	303	2460	3727	275
259	16/09/2022	2	10	15	22	24	0	50000000	6	26190	299	1858	3127	245
258	15/09/2022	4	9	10	23	25	0	50000000	13	13788	416	1523	4126	211
257	14/09/2022	1	3	13	17	36	0	50000000	20	7516	322	1650	2965	247
256	13/09/2022	6	19	23	35	38	1	50000000	12	14868	282	2237	3077	282
255	12/09/2022	7	11	18	19	22	0	50000000	10	14330	387	1309	3612	193
254	11/09/2022	14	16	17	22	25	0	50000000	3	36120	180	2129	1940	272
253	10/09/2022	16	24	30	31	36	0	50000000	4	51336	262	2771	2811	356
252	09/09/2022	3	15	20	21	39	0	50000000	11	14088	242	2264	2750	274
251	08/09/2022	9	10	27	29	33	0	50000000	5	35169	309	2012	3559	241
250	07/09/2022	17	21	22	31	36	0	50000000	7	21153	186	2815	2479	291
249	06/09/2022	12	19	24	32	36	0	50000000	6	29405	272	2293	2923	294
248	05/09/2022	13	19	20	23	33	0	50000000	5	29186	291	1773	2872	247
247	04/09/2022	4	15	18	31	36	0	50000000	4	26841	149	2548	1834	285
246	03/09/2022	7	10	20	25	26	0	50000000	12	17072	471	1538	4401	227
245	02/09/2022	1	5	15	21	29	0	50000000	9	17173	302	1809	3016	249
244	01/09/2022	8	26	34	39	40	0	50000000	6	29832	244	2594	2891	302
243	31/08/2022	4	11	13	16	40	0	50000000	10	14670	287	1807	2968	241
242	30/08/2022	5	9	26	28	34	0	50000000	11	15583	281	2157	3357	249
241	29/08/2022	2	11	13	21	34	0	50000000	5	28565	253	1996	2734	254
240	28/08/2022	5	8	28	30	38	0	50000000	6	17490	229	1620	2112	242
239	27/08/2022	10	12	21	27	36	0	50000000	14	14140	360	1944	3885	248
238	26/08/2022	5	8	17	19	25	0	50000000	7	19434	393	1224	3447	192
237	25/08/2022	7	21	24	29	33	0	50000000	7	24333	294	2048	3069	270
236	24/08/2022	23	26	30	38	39	0	50000000	2	71979	186	2737	2237	313
235	23/08/2022	3	4	16	21	25	0	50000000	16	10579	321	1864	3537	233
234	22/08/2022	3	5	9	33	34	0	50000000	4	34739	234	2100	2773	244
233	21/08/2022	14	20	29	36	39	0	50000000	7	14667	131	2771	1498	334
232	20/08/2022	9	15	22	39	40	0	50000000	13	14706	317	2132	3450	270
231	19/08/2022	14	29	32	38	39	0	50000000	2	73458	163	3187	2092	342
230	18/08/2022	11	12	23	36	39	0	50000000	5	33547	237	2502	3030	270
229	17/08/2022	15	23	28	34	39	0	50000000	9	15637	180	2765	2154	318
228	16/08/2022	18	19	33	35	38	0	50000000	6	28050	172	3460	2514	326
227	15/08/2022	6	22	33	34	38	0	50000000	1	91916	93	3495	1210	370
226	14/08/2022	6	8	9	12	17	0	50000000	18	5926	316	1193	2702	192
225	13/08/2022	7	21	33	36	39	0	50000000	4	48766	271	2545	3166	300
224	12/08/2022	2	12	13	20	35	0	50000000	12	12711	285	1892	2851	260
223	11/08/2022	13	18	21	36	38	1	50000000	6	29344	227	2742	2790	307
222	10/08/2022	9	10	19	24	34	0	50000000	8	18152	263	1952	2778	254
221	09/08/2022	16	20	28	30	34	0	50000000	7	25159	190	3278	2676	321
220	08/08/2022	19	21	22	30	35	0	50000000	5	28084	199	2495	2314	296
219	07/08/2022	4	10	29	31	34	0	50000000	6	17352	163	2258	1744	291
218	06/08/2022	2	10	28	37	40	0	50000000	8	24552	273	2544	3399	281
217	05/08/2022	5	9	11	17	32	0	50000000	9	16953	417	1294	3443	216
216	04/08/2022	12	16	22	30	35	0	50000000	11	15887	243	2543	2907	293
215	03/08/2022	8	13	26	34	40	0	50000000	6	25162	220	2426	2694	273
214	02/08/2022	10	22	28	29	32	0	50000000	7	25091	249	2494	3079	278
213	01/08/2022	5	23	29	30	34	0	50000000	5	30030	201	2641	2539	288
212	31/07/2022	4	9	11	23	24	0	50000000	11	9738	278	1362	2465	211
211	30/07/2022	5	18	26	38	39	0	50000000	12	17041	303	2386	3411	292
210	29/07/2022	13	27	29	36	37	0	50000000	7	21744	212	2539	2510	295
209	28/07/2022	2	13	14	23	32	0	50000000	16	10826	267	2294	3077	274
208	27/07/2022	9	24	25	34	37	0	50000000	10	14529	195	2634	2411	293
207	26/07/2022	8	32	38	39	40	1	50000000	7	24100	239	2496	2329	353
206	25/07/2022	2	7	10	20	28	0	50000000	17	8159	374	1311	3234	209
205	24/07/2022	7	15	16	29	35	0	50000000	6	17127	181	2007	2010	249
204	23/07/2022	10	13	23	28	36	0	50000000	8	24241	341	2011	3634	260
203	22/07/2022	4	6	11	27	38	0	50000000	9	16459	299	1752	3199	225
202	21/07/2022	1	12	19	28	31	0	50000000	8	21111	336	1777	3327	247
201	20/07/2022	1	17	21	24	28	0	50000000	9	15952	252	2014	2684	260
200	19/07/2022	2	10	17	19	34	0	50000000	10	16950	330	1816	3482	237
199	18/07/2022	8	20	27	37	40	0	50000000	5	27797	207	2374	2500	271
198	17/07/2022	14	17	24	32	38	0	50000000	1	103674	153	2396	1623	311
197	16/07/2022	3	5	6	39	40	0	50000000	6	33002	331	2115	3850	250
196	15/07/2022	4	8	14	23	39	0	50000000	15	9911	314	1674	2912	249
195	14/07/2022	3	4	6	23	26	0	50000000	10	17125	366	1654	3673	227
194	13/07/2022	5	25	31	35	37	0	50000000	7	20867	179	2885	2280	312
193	12/07/2022	22	27	30	33	38	0	50000000	3	57653	228	2682	2676	315
192	11/07/2022	4	16	25	31	37	0	50000000	2	71174	192	2622	2388	290
191	10/07/2022	18	23	24	27	34	0	50000000	3	35280	151	2478	1683	306
190	09/07/2022	2	5	17	20	21	0	50000000	18	11236	484	1477	4377	225
189	08/07/2022	13	15	16	23	27	0	50000000	7	22064	286	1909	2999	251
188	07/07/2022	1	3	14	17	27	0	50000000	13	13172	380	1593	3680	226
187	06/07/2022	3	8	14	21	23	1	50000000	9	16323	313	1659	3208	223
186	05/07/2022	7	19	29	31	37	0	50000000	8	21656	278	2203	3262	259
185	04/07/2022	1	2	11	24	40	0	50000000	3	47732	270	1875	2858	244
184	03/07/2022	7	16	20	21	33	0	50000000	2	52687	183	2036	1991	258
183	02/07/2022	3	25	27	31	40	0	50000000	11	18677	370	1963	3726	268
182	01/07/2022	10	15	18	19	29	0	50000000	9	17414	286	1937	3093	247
181	30/06/2022	12	13	20	30	34	0	50000000	3	57092	212	2857	2874	290
180	29/06/2022	2	16	19	34	38	0	50000000	3	47491	174	2895	2133	325
179	28/06/2022	1	4	32	37	38	0	50000000	2	84073	162	3670	2431	337
178	27/06/2022	6	8	18	25	29	1	50000000	10	13922	262	1879	3055	222
177	26/06/2022	4	16	21	31	36	0	50000000	4	25439	147	2448	1698	292
176	25/06/2022	11	13	16	26	31	0	50000000	9	22129	400	1760	3729	260
175	24/06/2022	6	8	19	32	39	0	50000000	5	29765	239	2202	2781	261
174	23/06/2022	4	7	10	15	24	0	50000000	19	8996	418	1446	3778	220
173	22/06/2022	8	11	18	27	33	0	50000000	15	9697	342	1504	3186	222
172	21/06/2022	8	10	18	26	39	0	50000000	13	13323	311	1969	3282	257
171	20/06/2022	11	14	18	31	36	0	50000000	9	15755	178	2817	2406	287
170	19/06/2022	14	15	21	35	36	0	50000000	2	52471	116	3199	1563	327
169	18/06/2022	4	14	18	19	39	0	50000000	7	28804	327	2180	3757	261
168	17/06/2022	3	6	9	14	25	0	50000000	18	8557	400	1361	3349	224
167	16/06/2022	6	8	9	14	24	0	50000000	9	18786	366	1633	3747	220
166	15/06/2022	2	15	19	26	38	0	50000000	8	18587	223	2358	2720	266
165	14/06/2022	1	4	12	19	39	0	50000000	9	19524	320	1941	3528	242
164	13/06/2022	4	11	17	20	30	1	50000000	15	9612	335	1521	3249	216
163	12/06/2022	13	34	37	39	40	0	50000000	3	34962	140	2649	1429	358
162	11/06/2022	16	17	27	30	31	0	50000000	15	13613	285	2533	3564	279
161	10/06/2022	4	11	20	22	25	1	50000000	10	15405	410	1328	3403	220
160	09/06/2022	2	13	16	23	28	0	50000000	10	17227	301	2024	3285	255
159	08/06/2022	5	7	9	24	34	0	50000000	14	10671	313	1687	3152	231
158	07/06/2022	7	24	25	28	33	0	50000000	3	59860	266	2387	3299	265
157	06/06/2022	16	21	23	31	34	0	50000000	3	50465	171	3131	2250	328
156	05/06/2022	2	13	23	24	26	0	50000000	5	21259	177	2123	2066	250
155	04/06/2022	2	5	12	25	27	0	50000000	16	12111	478	1433	4480	210
154	03/06/2022	7	14	18	28	35	0	50000000	13	12272	276	2044	2790	278
153	02/06/2022	15	20	22	24	35	0	50000000	4	28613	164	2468	1844	302
152	01/06/2022	5	8	11	23	24	0	50000000	23	6970	424	1337	3807	205
151	31/05/2022	8	12	26	28	35	0	50000000	6	28883	297	2063	3205	263
150	30/05/2022	8	11	12	14	21	0	50000000	7	20550	330	1541	3201	219
149	29/05/2022	3	9	14	22	40	0	50000000	9	11690	216	1722	2121	241
148	28/05/2022	4	11	18	27	34	0	50000000	15	13794	406	1802	4217	239
147	27/05/2022	1	10	12	33	37	0	50000000	8	18831	190	2803	2779	264
146	26/05/2022	1	4	31	37	39	0	50000000	1	173006	181	3380	2783	303
145	25/05/2022	10	26	32	38	39	1	50000000	4	36447	169	3050	2058	345
144	24/05/2022	12	21	22	23	39	0	50000000	4	42659	276	2186	2987	278
143	23/05/2022	24	25	28	31	32	0	50000000	4	35014	164	3020	2085	327
142	22/05/2022	12	14	23	25	39	0	50000000	3	34478	143	2558	1813	278
141	21/05/2022	8	23	26	29	30	0	50000000	11	18509	387	1860	3790	262
140	20/05/2022	9	11	15	24	40	0	50000000	13	11827	254	2140	3102	241
139	19/05/2022	4	27	29	34	36	0	50000000	13	13360	205	2996	2673	316
138	18/05/2022	13	14	15	27	32	0	50000000	5	29434	244	2133	2529	283
137	17/05/2022	4	15	16	37	40	0	50000000	9	18837	266	2253	2705	305
136	16/05/2022	9	14	19	24	32	0	50000000	4	36258	252	2035	2741	258
135	15/05/2022	5	7	18	28	30	0	50000000	9	11811	229	1641	2388	217
134	14/05/2022	7	17	33	38	40	0	50000000	5	41379	346	2114	3717	271
133	13/05/2022	13	24	25	32	35	0	50000000	5	30829	170	3206	2386	315
132	12/05/2022	5	7	12	14	15	0	50000000	16	10940	465	1331	4310	198
131	11/05/2022	9	24	26	32	35	1	50000000	2	75031	193	2749	2272	322
130	10/05/2022	11	13	16	19	30	0	50000000	7	25158	343	1815	3698	232
129	09/05/2022	13	17	29	36	37	0	50000000	5	28891	221	2311	2551	276
128	08/05/2022	2	9	10	35	37	0	50000000	6	18326	111	3503	1880	285
127	07/05/2022	4	8	30	34	37	0	50000000	8	26869	284	2676	3678	285
126	06/05/2022	13	15	22	27	40	0	50000000	4	39171	282	1964	2988	255
125	05/05/2022	6	12	19	31	33	0	50000000	7	25343	310	2023	3262	265
124	04/05/2022	2	5	6	10	22	0	50000000	14	10943	391	1385	3599	207
123	03/05/2022	6	21	26	31	40	0	50000000	2	89643	247	2567	2947	296
122	02/05/2022	4	25	33	34	37	0	50000000	5	29840	159	3318	2239	325
121	01/05/2022	26	30	32	38	40	0	50000000	3	34542	126	2908	1461	345
120	30/04/2022	2	8	12	13	16	0	50000000	13	15986	465	1580	4532	223
119	29/04/2022	8	11	13	20	26	0	50000000	14	11100	404	1360	3537	214
118	28/04/2022	10	17	25	31	37	0	50000000	5	35071	261	2376	3182	268
117	27/04/2022	1	19	21	27	33	0	50000000	5	30422	251	2143	2857	259
116	26/04/2022	23	27	28	36	37	0	50000000	4	45428	188	3418	2916	303
115	25/04/2022	10	11	15	28	36	0	50000000	8	13055	161	2294	1988	256
114	24/04/2022	26	30	34	39	40	0	50000000	3	36019	102	3746	1500	351
113	23/04/2022	10	17	19	27	29	1	50000000	17	12337	460	1612	4513	226
112	22/04/2022	5	11	22	25	36	0	50000000	10	15796	339	1647	3324	231
111	21/04/2022	5	13	15	33	36	0	50000000	8	21980	292	2129	3167	270
110	20/04/2022	6	13	14	15	36	0	50000000	3	50506	185	2896	2538	291
109	19/04/2022	3	4	20	28	32	0	50000000	11	16635	291	2223	3482	256
108	18/04/2022	13	16	26	32	34	0	50000000	5	18727	124	2670	1369	333
107	17/04/2022	3	4	18	29	36	0	50000000	1	91713	163	1989	1802	248
106	16/04/2022	9	22	27	30	37	0	50000000	9	23644	359	2096	3992	260
105	15/04/2022	4	22	28	31	32	0	50000000	8	20424	271	2132	2637	302
104	14/04/2022	1	11	22	25	26	0	50000000	9	19851	353	1789	3841	226
103	13/04/2022	1	11	29	31	33	0	50000000	6	25625	229	2374	2647	283
102	12/04/2022	7	9	26	35	38	0	50000000	3	60213	279	2289	3306	266
101	11/04/2022	9	10	25	33	37	0	50000000	5	29717	212	2478	2687	269
100	10/04/2022	9	14	19	30	37	0	50000000	7	15568	183	2105	2090	254
99	09/04/2022	1	9	12	31	38	0	50000000	9	23782	319	2372	4022	259
98	08/04/2022	4	6	27	28	38	0	50000000	5	31845	264	2132	2986	260
97	07/04/2022	12	23	25	29	34	0	50000000	5	35797	245	2583	3020	289
96	06/04/2022	9	20	21	23	26	0	50000000	6	25933	283	1944	3152	240
95	05/04/2022	13	16	21	25	34	0	50000000	12	14972	240	2647	2981	293
94	04/04/2022	1	29	32	35	36	0	50000000	8	18893	161	3320	1955	377
93	03/04/2022	2	5	11	24	25	1	50000000	9	12554	280	1427	2545	216
92	02/04/2022	9	11	17	22	27	0	50000000	14	15434	626	1220	5225	201
91	01/04/2022	3	12	18	38	39	0	50000000	8	19971	242	2334	2860	272
90	31/03/2022	9	15	16	17	20	0	50000000	15	11651	326	1895	3652	233
89	30/03/2022	6	20	28	35	39	0	50000000	6	24510	167	3114	2235	320
88	29/03/2022	6	7	19	31	40	0	50000000	9	19547	320	1944	3598	238
87	28/03/2022	3	4	34	37	38	0	50000000	9	16465	159	3296	2229	324
86	27/03/2022	9	25	26	28	39	0	50000000	5	21664	148	2588	1980	266
85	26/03/2022	9	11	12	15	34	0	50000000	8	27554	444	1755	4628	232
84	25/03/2022	18	20	21	29	32	0	50000000	10	15941	178	3167	2575	301
83	24/03/2022	2	24	25	28	38	0	50000000	12	14949	249	2547	3015	290
82	23/03/2022	12	14	20	36	37	0	50000000	5	31425	168	3307	2476	309
81	22/03/2022	22	27	31	32	36	0	50000000	6	30386	191	3375	2614	340
80	21/03/2022	6	19	20	23	29	0	50000000	6	25257	281	1907	3062	241
79	20/03/2022	7	18	21	35	38	0	50000000	5	22379	163	2427	1987	274
78	19/03/2022	5	12	14	20	32	0	50000000	12	18147	378	2037	4106	258
77	18/03/2022	4	5	13	28	32	0	50000000	8	20600	262	2224	3149	255
76	17/03/2022	3	16	20	23	30	0	50000000	11	16826	372	1759	3730	242
75	16/03/2022	2	16	22	23	24	0	50000000	8	19959	276	2045	2931	265
74	15/03/2022	4	10	17	23	32	1	50000000	11	16894	390	1685	3599	251
73	14/03/2022	3	7	15	16	21	0	50000000	17	9207	411	1346	3516	217
72	13/03/2022	7	10	16	19	28	0	50000000	10	11459	262	1546	2493	224
71	12/03/2022	3	6	12	29	30	0	50000000	15	14701	545	1430	4716	228
70	11/03/2022	8	12	17	19	31	0	50000000	13	12776	344	1707	3726	217
69	10/03/2022	1	3	11	24	33	0	50000000	8	23265	352	1869	3926	231
68	09/03/2022	3	19	24	27	38	0	50000000	4	40274	288	1978	3060	256
67	08/03/2022	4	16	19	22	32	0	50000000	12	15419	316	2070	3290	274
66	07/03/2022	6	16	17	28	30	0	50000000	7	22582	262	2133	2909	265
65	06/03/2022	4	8	13	24	36	0	50000000	5	23149	205	1996	2200	256
64	05/03/2022	11	13	22	26	38	0	50000000	11	20202	447	1758	4447	243
63	04/03/2022	11	15	26	31	38	0	50000000	3	55235	266	2203	2794	289
62	03/03/2022	6	8	31	35	38	0	50000000	5	37552	226	2938	3005	304
61	02/03/2022	17	21	23	30	37	0	50000000	13	12719	242	2416	2910	277
60	01/03/2022	5	13	20	26	39	0	50000000	13	14560	302	2216	3722	248
59	28/02/2022	19	25	33	38	39	0	50000000	5	31803	213	2640	2463	314
58	27/02/2022	5	6	21	25	40	0	50000000	11	10552	204	2012	2313	244
57	26/02/2022	2	11	14	27	32	0	50000000	8	27685	443	1768	4286	252
56	25/02/2022	3	14	19	26	30	0	50000000	10	16515	343	1702	3275	245
55	24/02/2022	18	26	34	36	39	0	50000000	13	14410	235	2819	2551	358
54	23/02/2022	6	7	11	14	27	0	50000000	12	13906	450	1311	3994	203
53	22/02/2022	7	16	17	25	29	0	50000000	10	19539	365	1893	4205	226
52	21/02/2022	3	7	12	25	28	0	50000000	9	17570	367	1523	3607	213
51	20/02/2022	7	11	12	36	37	0	50000000	3	38954	198	2087	2318	245
50	19/02/2022	2	11	12	31	32	0	50000000	13	17541	354	2278	4310	258
49	18/02/2022	5	8	21	24	27	0	50000000	9	19072	353	1719	3852	217
48	17/02/2022	7	9	15	30	37	0	50000000	1	190958	342	1974	3729	249
47	16/02/2022	13	14	21	29	38	0	50000000	7	23922	231	2563	2915	280
46	15/02/2022	3	12	16	21	34	0	50000000	13	14589	315	2129	3450	268
45	14/02/2022	8	10	17	29	40	0	50000000	16	10181	285	2021	3435	231
44	13/02/2022	1	2	8	17	37	0	50000000	7	17011	225	1871	2528	229
43	12/02/2022	4	7	14	16	39	0	50000000	11	20728	395	2041	4406	252
42	11/02/2022	9	16	22	26	37	0	50000000	8	21819	290	2128	3055	278
41	10/02/2022	4	6	11	15	28	0	50000000	10	19220	468	1452	4123	227
40	09/02/2022	22	24	30	31	38	0	50000000	8	21006	201	2956	2588	316
39	08/02/2022	1	19	26	29	37	0	50000000	9	21602	278	2473	3544	267
38	07/02/2022	2	29	30	31	38	0	50000000	8	20176	184	3102	2440	322
37	06/02/2022	9	11	19	20	21	0	50000000	8	15108	320	1335	2766	213
36	05/02/2022	7	15	18	26	30	0	50000000	13	17678	416	1953	4403	254
35	04/02/2022	16	20	35	36	38	0	50000000	7	24667	190	3213	2263	372
34	03/02/2022	14	16	20	21	40	0	50000000	7	28089	267	2604	3353	286
33	02/02/2022	3	7	26	28	29	0	50000000	12	14377	324	1883	3612	232
32	01/02/2022	3	4	16	29	38	0	50000000	8	24321	297	2316	3477	272
31	31/01/2022	2	8	14	19	39	0	50000000	4	41480	295	1989	3296	245
30	30/01/2022	6	14	30	33	34	0	50000000	3	40178	126	3383	1827	321
29	29/01/2022	19	25	26	29	36	0	50000000	10	23239	312	2634	4000	283
28	28/01/2022	3	6	9	18	33	0	50000000	16	10791	387	1577	3559	236
27	27/01/2022	2	6	21	30	33	0	50000000	6	32195	248	2754	3337	282
26	26/01/2022	2	8	16	30	40	0	50000000	3	55830	254	2332	3093	264
25	25/01/2022	11	26	28	34	40	0	50000000	5	38080	281	2396	3113	298
24	24/01/2022	6	20	28	30	32	0	50000000	4	41036	237	2449	2788	287
23	23/01/2022	4	5	23	24	26	0	50000000	5	24347	214	2011	2562	231
22	22/01/2022	3	5	10	16	26	0	50000000	15	15196	531	1518	4907	226
21	21/01/2022	14	28	29	33	35	0	50000000	8	21688	188	3263	2540	333
20	20/01/2022	4	9	24	28	30	0	50000000	13	14807	344	1978	3610	260
19	19/01/2022	3	11	13	15	33	0	50000000	19	9025	424	1430	3537	236
18	18/01/2022	9	11	13	32	40	1	50000000	6	32396	354	1941	3799	249
17	17/01/2022	1	28	31	34	36	0	50000000	9	18250	247	2351	2425	330
16	16/01/2022	4	25	30	31	38	0	50000000	5	24079	156	2729	1882	312
15	15/01/2022	2	13	27	30	38	0	50000000	11	20943	328	2483	4031	278
14	14/01/2022	5	18	37	38	40	0	50000000	4	43736	249	2484	2799	304
13	13/01/2022	7	18	21	22	37	0	50000000	8	24135	319	2140	3740	251
12	12/01/2022	14	16	19	33	39	0	50000000	5	32509	188	3057	2638	300
11	11/01/2022	2	15	17	22	29	0	50000000	11	17749	355	1944	3848	247
10	10/01/2022	2	4	7	17	39	0	50000000	14	11910	349	1689	3653	222
9	09/01/2022	8	17	21	26	35	0	50000000	10	11977	190	2229	2141	272
8	08/01/2022	7	8	19	30	39	0	50000000	9	24019	371	2060	4385	240
7	07/01/2022	8	9	17	32	37	0	50000000	9	20077	289	2211	3355	262
6	06/01/2022	8	9	22	25	38	0	50000000	4	32720	226	2048	2565	248
5	05/01/2022	5	13	14	19	32	0	50000000	4	46309	287	2282	3661	246
4	04/01/2022	13	18	22	29	35	0	50000000	6	34633	287	2560	3653	277
3	03/01/2022	8	14	17	26	39	0	50000000	13	14232	312	2097	3446	261
2	02/01/2022	5	9	26	27	31	0	50000000	6	20148	218	1961	2543	231
1	01/01/2022	3	4	16	26	40	0	50000000	3	30335	146	2204	1632	272
365	31/12/2021	14	23	26	27	39	0	50000000	6	36021	325	2351	3804	277
364	30/12/2021	9	17	20	25	39	0	50000000	12	17698	351	2139	4140	250
363	29/12/2021	2	3	13	15	40	0	50000000	7	26281	289	2251	3713	241
362	28/12/2021	6	9	11	12	36	0	50000000	9	17653	358	1569	3703	209
361	27/12/2021	10	21	22	29	30	0	50000000	8	23278	289	2278	3523	257
360	26/12/2021	1	3	7	22	38	0	50000000	2	51275	208	1743	2125	235
359	25/12/2021	7	18	21	27	34	0	50000000	1	85946	174	1746	1652	253
358	24/12/2021	11	19	20	29	36	0	50000000	17	12131	317	2300	4014	250
357	23/12/2021	4	9	16	23	36	0	50000000	15	13846	370	1985	3924	258
356	22/12/2021	4	19	21	32	39	0	50000000	4	43351	251	2443	2918	289
355	21/12/2021	1	12	19	24	27	0	50000000	13	15261	420	1670	4425	218
354	20/12/2021	2	7	8	13	30	0	50000000	13	12852	355	1664	3674	221
